1.64351e+17, 3.48443e+16, 2.48337e+16, 5.66157e+14, -7.98786e+15, 7.71291e+15, 1.08115e+17, 5.2549e+16, 1.18841e+17, 2.89118e+15, -1.05324e+16, 2.07962e+15, 1.53394e+16, -9.86926e+15, 1.47347e+17, 3.96565e+15, -1.03325e+16, -1.06244e+15, -3.15989e+16, -8.67749e+16, 8.86189e+16, 6.2381e+15, -7.61826e+15, -5.31878e+15, -9.61927e+16, -4.65939e+16, 2.99272e+16, 3.17474e+15, -9.54448e+15, -4.90264e+15, 8.76152e+16, -9.67159e+16, -1.48453e+16, 2.0187e+15, 3.50655e+15, -1.04327e+16, 5.37263e+15, 6.08877e+13, -2.47967e+15, -2.38981e+14, 2.12705e+14, -5.12573e+14, 7.40795e+15, -5.24987e+14, 4.40732e+14, 3.93093e+13, 5.03552e+13, -6.00739e+14, 2.34587e+08, 5.8007e+07, -2.12771e+08, -1.57171e+07, 8.50452e+06, -7.19275e+06, 1.16511e+08, -9.53645e+07, -5.15147e+07, -7.13252e+06, 170558, -6.0608e+06, -2.69259e+07, 6.72229e+06, 4.0053e+07, -841569, -326217, -756983, -6.36248e+07, 5.15018e+06, 1.89255e+07, -13017.7, -251784, 366948
3.48443e+16, 1.08185e+16, 5.37755e+15, 5.47661e+14, -1.5981e+15, 1.39386e+15, 2.04607e+16, 1.36736e+16, 2.66781e+16, 9.39756e+14, -1.88682e+15, 5.94527e+14, 2.21375e+14, -1.09787e+15, 3.20269e+16, 9.2818e+14, -1.97192e+15, 2.16017e+14, -7.87003e+15, -1.78722e+16, 1.89032e+16, 1.2139e+15, -1.71369e+15, -1.09384e+15, -2.0998e+16, -8.96999e+15, 6.20365e+15, 5.29013e+14, -2.03927e+15, -1.08457e+15, 1.83692e+16, -2.13137e+16, -2.20653e+15, 4.48041e+14, 5.97565e+14, -2.24877e+15, -1.41207e+15, -1.61121e+13, 6.51691e+14, 6.28099e+13, -5.59023e+13, 1.34715e+14, -1.94686e+15, 1.37903e+14, -1.15832e+14, -1.03306e+13, -1.32335e+13, 1.57877e+14, -2.97239e+08, -4.36866e+07, 7.98241e+08, 2.66968e+07, -2.21732e+07, 1.31355e+07, -1.37709e+08, 1.90138e+08, 2.65183e+08, 7.68479e+06, -3.34737e+06, 9.2626e+06, -6.56809e+07, 4.70667e+07, 8.80561e+07, 729816, -1.05252e+06, 1.37111e+06, -8.89608e+07, 1.63696e+07, 3.52505e+07, 292386, -667186, 739541
2.48337e+16, 5.37755e+15, 4.01142e+15, 1.78909e+14, -1.20445e+15, 1.03194e+15, 1.59741e+16, 8.02955e+15, 1.81739e+16, 5.44854e+14, -1.47244e+15, 2.87502e+14, 1.92071e+15, -1.59199e+15, 2.23147e+16, 6.6867e+14, -1.44778e+15, -6.64826e+13, -4.5022e+15, -1.30668e+16, 1.32195e+16, 9.51679e+14, -1.12046e+15, -8.01778e+14, -1.42616e+16, -7.12874e+15, 4.49705e+15, 5.00849e+14, -1.42318e+15, -7.24212e+14, 1.31285e+16, -1.43022e+16, -2.39136e+15, 2.97932e+14, 5.50757e+14, -1.55199e+15, 1.27192e+15, 1.41889e+13, -5.87118e+14, -5.65804e+13, 5.03599e+13, -1.21355e+14, 1.75387e+15, -1.24456e+14, 1.04332e+14, 9.30703e+12, 1.19223e+13, -1.42233e+14, -1.93908e+07, -5.46478e+07, -4.36306e+08, -9.87477e+06, 6.28214e+06, -2.25965e+06, 1.88045e+07, -1.41989e+08, -1.78743e+08, -4.12307e+06, 1.7048e+06, -4.13143e+06, 7.69438e+07, -5.78919e+07, -1.08076e+08, -553826, 1.12968e+06, -1.11307e+06, 1.21875e+08, -1.78388e+07, -4.34157e+07, -271896, 697444, -922562
5.66157e+14, 5.47661e+14, 1.78909e+14, 8.06488e+13, -1.63122e+13, -4.42796e+13, -2.44939e+13, 5.01717e+14, 6.45887e+14, 8.2314e+13, 4.1389e+13, 1.55677e+13, -4.20241e+14, 5.15826e+13, 6.12882e+14, 4.65533e+13, 2.6001e+13, 7.67263e+13, -1.55113e+14, -2.2409e+14, 2.64633e+14, 1.25883e+13, -2.7393e+13, -1.31667e+13, -3.13813e+14, -8.70702e+13, 7.98622e+13, 1.48829e+12, -2.87489e+13, -1.67719e+13, 2.44957e+14, -3.26411e+14, 7.50018e+12, 6.98505e+12, 2.36098e+12, -3.24907e+13, -1.22256e+14, -1.3832e+12, 5.64271e+13, 5.43834e+12, -4.84024e+12, 1.16642e+13, -1.68563e+14, 1.19474e+13, -1.00284e+13, -8.94463e+11, -1.14582e+12, 1.36695e+13, -1.26619e+07, -2.05545e+06, 2.34357e+07, 1.08904e+06, -702917, 570269, -6.14986e+06, 7.09385e+06, 7.49458e+06, 409644, -42390.9, 367841, -1.25752e+06, 1.15284e+06, 1.23177e+06, 55014.7, -2782.5, 73074.2, -799948, 218644, 371352, 5226.33, -6193.41, 13031.6
-7.98786e+15, -1.5981e+15, -1.20445e+15, -1.63122e+13, 3.91369e+14, -3.79781e+14, -5.32007e+15, -2.48629e+15, -5.73467e+15, -1.32792e+14, 5.20428e+14, -9.5865e+13, -8.26435e+14, 5.04707e+14, -7.13911e+15, -1.91614e+14, 5.06899e+14, 6.33005e+13, 1.50106e+15, 4.2304e+15, -4.30286e+15, -3.06919e+14, 3.6685e+14, 2.58779e+14, 4.65582e+15, 2.29305e+15, -1.45886e+15, -1.58833e+14, 4.63361e+14, 2.36843e+14, -4.2645e+15, 4.67481e+15, 7.51144e+14, -9.74755e+13, -1.75016e+14, 5.05859e+14, -3.41543e+14, -3.86296e+12, 1.57637e+14, 1.51926e+13, -1.35221e+13, 3.25854e+13, -4.70929e+14, 3.33789e+13, -2.80172e+13, -2.49894e+12, -3.20117e+12, 3.81898e+13, -9.18336e+06, -1.16725e+06, 1.88588e+07, 962532, -516064, 492321, -6.02429e+06, 7.15415e+06, 6.72659e+06, 419140, 14381.3, 395681, -1.19237e+06, 742474, 927304, 29290.3, 1449.51, 54747.6, -607105, 78968.8, 219907, 411.558, -5991.98, 3918.31
7.71291e+15, 1.39386e+15, 1.03194e+15, -4.42796e+13, -3.79781e+14, 4.45618e+14, 5.39314e+15, 2.2761e+15, 5.39155e+15, 6.11189e+13, -5.7444e+14, 1.05132e+14, 1.08814e+15, -4.76768e+14, 6.84884e+15, 1.43508e+14, -5.56241e+14, -1.21536e+14, -1.55938e+15, -4.12713e+15, 4.23863e+15, 2.92038e+14, -3.69162e+14, -2.54365e+14, -4.6222e+15, -2.18276e+15, 1.42271e+15, 1.44882e+14, -4.56571e+14, -2.36258e+14, 4.17473e+15, -4.65677e+15, -6.64951e+14, 9.73489e+13, 1.60645e+14, -4.99981e+14, 1.3724e+14, 1.55292e+12, -6.33428e+13, -6.10485e+12, 5.43345e+12, -1.30937e+13, 1.89222e+14, -1.34117e+13, 1.12575e+13, 1.00409e+12, 1.28624e+12, -1.53449e+13, -8.93749e+06, -3.58081e+06, 1.59171e+07, 363301, -642891, 200144, -3.51915e+06, 318461, 4.36334e+06, -65265.9, -138179, 148600, -845665, -819415, 353638, -59525.2, -11375.9, -23732.5, -1.05831e+06, -167721, 95633.5, -12883, 7693.33, 2099.33
1.08115e+17, 2.04607e+16, 1.59741e+16, -2.4494e+13, -5.32007e+15, 5.39314e+15, 4.14408e+18, -1.23146e+19, -8.68654e+18, -5.21843e+17, -4.23817e+17, 3.44812e+17, 1.13326e+19, -6.79501e+18, -8.62772e+18, -4.91735e+17, -5.19013e+17, -2.4425e+17, 1.36456e+19, -2.07885e+17, -5.42403e+18, -2.63052e+17, -2.47765e+17, -6.62945e+17, -6.29752e+16, -3.17891e+16, 2.09788e+16, 2.18283e+15, -6.37092e+15, -3.26104e+15, 5.89221e+16, -6.31096e+16, -9.92899e+15, 1.33736e+15, 2.40422e+15, -6.94204e+15, 4.7232e+15, 5.82051e+13, -2.17846e+15, -2.10154e+14, 1.8701e+14, -4.50702e+14, 6.51045e+15, -4.60258e+14, 3.87428e+14, 3.45471e+13, 4.42565e+13, -5.27976e+14, 1.73209e+09, 1.50063e+09, -2.38883e+09, -7.14082e+06, -1.11517e+08, -9.00637e+07, 2.72129e+09, -1.40668e+09, -1.78062e+09, -3.51425e+07, -1.31001e+08, 5.73495e+07, 3.50283e+09, -4.56405e+08, 1.13979e+07, -2.20423e+07, -1.42201e+08, 4.2519e+07, 2.839e+09, 1.31002e+09, 9.96627e+08, 2.00595e+07, -1.19261e+08, 8.96258e+07
5.2549e+16, 1.36736e+16, 8.02955e+15, 5.01717e+14, -2.48629e+15, 2.2761e+15, -1.23146e+19, 3.75019e+19, 2.66535e+19, 1.58997e+18, 1.26086e+18, -1.04204e+18, -3.43591e+19, 2.05986e+19, 2.65448e+19, 1.50165e+18, 1.55056e+18, 7.37863e+17, -4.14984e+19, 4.24139e+17, 1.66787e+19, 8.13322e+17, 7.34349e+17, 2.00012e+18, -3.11632e+16, -1.43349e+16, 9.66765e+15, 9.16742e+14, -3.07642e+15, -1.60606e+15, 2.80972e+16, -3.14337e+16, -4.00877e+15, 6.63046e+14, 1.02219e+15, -3.37893e+15, -1.04006e+14, -5.36161e+10, 4.83661e+13, 4.61395e+12, -4.11408e+12, 9.90538e+12, -1.43818e+14, 1.04812e+13, -8.53044e+12, -7.63253e+11, -9.77128e+11, 1.166e+13, -1.13327e+09, -1.05136e+09, 1.84294e+09, 1.03568e+07, 7.63586e+07, 6.66959e+07, -1.85621e+09, 1.07858e+09, 1.38161e+09, 2.72579e+07, 9.35822e+07, -3.81005e+07, -2.52142e+09, 4.01623e+08, 1.25642e+08, 1.56934e+07, 1.02373e+08, -2.721e+07, -2.14964e+09, -9.05946e+08, -6.34523e+08, -1.6526e+07, 8.65499e+07, -6.34379e+07
1.18841e+17, 2.66781e+16, 1.81739e+16, 6.45887e+14, -5.73467e+15, 5.39155e+15, -8.68654e+18, 2.66535e+19, 1.89949e+19, 1.13028e+18, 8.89961e+17, -7.39018e+17, -2.43918e+19, 1.46156e+19, 1.89306e+19, 1.06823e+18, 1.09585e+18, 5.23192e+17, -2.94865e+19, 2.55778e+17, 1.18891e+19, 5.80676e+17, 5.17765e+17, 1.41775e+18, -6.96919e+16, -3.32905e+16, 2.1386e+16, 2.24673e+15, -6.88356e+15, -3.54594e+15, 6.30512e+16, -7.01467e+16, -1.04972e+16, 1.46108e+15, 2.48551e+15, -7.53142e+15, 3.13336e+15, 3.38972e+13, -1.44667e+15, -1.39358e+14, 1.24048e+14, -2.98913e+14, 4.32109e+15, -3.06689e+14, 2.57044e+14, 2.29294e+13, 2.93721e+13, -3.50411e+14, -7.77975e+08, -9.8151e+08, 1.071e+09, -1.39476e+07, 7.52733e+07, 5.51659e+07, -1.52011e+09, 6.37921e+08, 1.06874e+09, 1.01199e+07, 8.52137e+07, -3.89344e+07, -2.14786e+09, 1.90599e+08, 9.86616e+07, 7.19685e+06, 8.96689e+07, -2.72351e+07, -1.84711e+09, -7.51979e+08, -4.96845e+08, -1.61031e+07, 7.30133e+07, -5.30442e+07
2.89119e+15, 9.39756e+14, 5.44854e+14, 8.2314e+13, -1.32792e+14, 6.11189e+13, -5.21843e+17, 1.58997e+18, 1.13028e+18, 6.74674e+16, 5.34676e+16, -4.4163e+16, -1.45659e+18, 8.73142e+17, 1.12571e+18, 6.36996e+16, 6.57387e+16, 3.13335e+16, -1.759e+18, 1.76851e+16, 7.07229e+17, 3.44978e+16, 3.11024e+16, 8.47583e+16, -1.63115e+15, -7.91706e+14, 5.21173e+14, 5.34223e+13, -1.62913e+14, -8.38466e+13, 1.49992e+15, -1.63846e+15, -2.42248e+14, 3.45606e+13, 5.9081e+13, -1.78268e+14, 7.81582e+13, 9.10481e+11, -3.60647e+13, -3.47692e+12, 3.09454e+12, -7.45723e+12, 1.07764e+14, -7.63269e+12, 6.41178e+12, 5.71839e+11, 7.32551e+11, -8.73918e+12, -3.70418e+07, -3.91001e+07, 5.90073e+07, -92452.5, 3.60002e+06, 2.32845e+06, -6.88522e+07, 4.18241e+07, 5.05074e+07, 1.02842e+06, 3.75755e+06, -1.78875e+06, -1.00039e+08, 1.83891e+07, 5.09251e+06, 727330, 4.07023e+06, -1.04043e+06, -8.58516e+07, -3.63988e+07, -2.58041e+07, -635553, 3.47893e+06, -2.54524e+06
